CODIGO;A„O ESCOLAR;GRADO;ASIGNATURA;NUMERO DE PERIODO;RESULTADO
20072019;2017-2018;8;Geometria;3;99
20072019;2017-2018;8;Geometria;4;93
20072019;2017-2018;8;Ingles;1;95
20072019;2017-2018;8;Ingles;2;87
20072019;2017-2018;8;Ingles;3;91
20072019;2017-2018;8;Ingles;4;95
20072019;2017-2018;8;Social Studies;1;91
20072019;2017-2018;8;Social Studies;2;89
20072019;2017-2018;8;Social Studies;3;93
20072019;2017-2018;8;Social Studies;4;93
20072019;2017-2018;8;Disciplina;1;97
20072019;2017-2018;8;Disciplina;2;100
20072019;2017-2018;8;Disciplina;3;99
20072019;2017-2018;8;Disciplina;4;100
20072020;2017-2018;8;Matematicas;1;83
20072020;2017-2018;8;Matematicas;2;75
20072020;2017-2018;8;Matematicas;3;73
20072020;2017-2018;8;Matematicas;4;61
20072020;2017-2018;8;Ciencias;1;77
20072020;2017-2018;8;Ciencias;2;81
20072020;2017-2018;8;Ciencias;3;81
20072020;2017-2018;8;Ciencias;4;75
20072020;2017-2018;8;Ciencias Sociales;1;87
20072020;2017-2018;8;Ciencias Sociales;2;85
20072020;2017-2018;8;Ciencias Sociales;3;87
20072020;2017-2018;8;Ciencias Sociales;4;85
20072020;2017-2018;8;Espa–ol;1;84
20072020;2017-2018;8;Espa–ol;2;78
20072020;2017-2018;8;Espa–ol;3;83
20072020;2017-2018;8;Espa–ol;4;75
20072020;2017-2018;8;Geometria;1;71
20072020;2017-2018;8;Geometria;2;71
20072020;2017-2018;8;Geometria;3;80
20072020;2017-2018;8;Geometria;4;73
20072020;2017-2018;8;Ingles;1;91
20072020;2017-2018;8;Ingles;2;85
20072020;2017-2018;8;Ingles;3;75
20072020;2017-2018;8;Ingles;4;81
20072020;2017-2018;8;Social Studies;1;92
20072020;2017-2018;8;Social Studies;2;79
20072020;2017-2018;8;Social Studies;3;79
20072020;2017-2018;8;Social Studies;4;79
20072020;2017-2018;8;Disciplina;1;94
20072020;2017-2018;8;Disciplina;2;93
20072020;2017-2018;8;Disciplina;3;90
20072020;2017-2018;8;Disciplina;4;100
20072021;2017-2018;8;Matematicas;1;88
20072021;2017-2018;8;Matematicas;2;88
20072021;2017-2018;8;Matematicas;3;83
20072021;2017-2018;8;Matematicas;4;84
20072021;2017-2018;8;Ciencias;1;87
20072021;2017-2018;8;Ciencias;2;88
20072021;2017-2018;8;Ciencias;3;83
20072021;2017-2018;8;Ciencias;4;81
20072021;2017-2018;8;Ciencias Sociales;1;89
20072021;2017-2018;8;Ciencias Sociales;2;87
20072021;2017-2018;8;Ciencias Sociales;3;87
20072021;2017-2018;8;Ciencias Sociales;4;87
20072021;2017-2018;8;Espa–ol;1;81
20072021;2017-2018;8;Espa–ol;2;75
20072021;2017-2018;8;Espa–ol;3;86
20072021;2017-2018;8;Espa–ol;4;71
20072021;2017-2018;8;Geometria;1;99
20072021;2017-2018;8;Geometria;2;96
20072021;2017-2018;8;Geometria;3;100
20072021;2017-2018;8;Geometria;4;100
20072021;2017-2018;8;Ingles;1;89
20072021;2017-2018;8;Ingles;2;91
20072021;2017-2018;8;Ingles;3;78
20072021;2017-2018;8;Ingles;4;82
20072021;2017-2018;8;Social Studies;1;83
20072021;2017-2018;8;Social Studies;2;82
20072021;2017-2018;8;Social Studies;3;81
20072021;2017-2018;8;Social Studies;4;86
20072021;2017-2018;8;Disciplina;1;93
20072021;2017-2018;8;Disciplina;2;94
20072021;2017-2018;8;Disciplina;3;86
20072021;2017-2018;8;Disciplina;4;92
20072022;2017-2018;8;Matematicas;1;93
20072022;2017-2018;8;Matematicas;2;93
20072022;2017-2018;8;Matematicas;3;98
20072022;2017-2018;8;Matematicas;4;91
20072022;2017-2018;8;Ciencias;1;88
20072022;2017-2018;8;Ciencias;2;96
20072022;2017-2018;8;Ciencias;3;97
20072022;2017-2018;8;Ciencias;4;95
20072022;2017-2018;8;Ciencias Sociales;1;91
20072022;2017-2018;8;Ciencias Sociales;2;92
20072022;2017-2018;8;Ciencias Sociales;3;94
20072022;2017-2018;8;Ciencias Sociales;4;94
20072022;2017-2018;8;Espa–ol;1;97
20072022;2017-2018;8;Espa–ol;2;95
20072022;2017-2018;8;Espa–ol;3;95
20072022;2017-2018;8;Espa–ol;4;98
20072022;2017-2018;8;Geometria;1;93
20072022;2017-2018;8;Geometria;2;98
20072022;2017-2018;8;Geometria;3;100
20072022;2017-2018;8;Geometria;4;96
20072022;2017-2018;8;Ingles;1;96
20072022;2017-2018;8;Ingles;2;94
20072022;2017-2018;8;Ingles;3;94
20072022;2017-2018;8;Ingles;4;97
20072022;2017-2018;8;Social Studies;1;95
20072022;2017-2018;8;Social Studies;2;95
20072022;2017-2018;8;Social Studies;3;94
20072022;2017-2018;8;Social Studies;4;95
20072022;2017-2018;8;Disciplina;1;97
20072022;2017-2018;8;Disciplina;2;97
20072022;2017-2018;8;Disciplina;3;100
20072022;2017-2018;8;Disciplina;4;100
20072023;2017-2018;8;Matematicas;1;99
20072023;2017-2018;8;Matematicas;2;99
20072023;2017-2018;8;Matematicas;3;97
20072023;2017-2018;8;Matematicas;4;100
20072023;2017-2018;8;Ciencias;1;93
20072023;2017-2018;8;Ciencias;2;98
20072023;2017-2018;8;Ciencias;3;99
20072023;2017-2018;8;Ciencias;4;99
20072023;2017-2018;8;Ciencias Sociales;1;93
20072023;2017-2018;8;Ciencias Sociales;2;95
20072023;2017-2018;8;Ciencias Sociales;3;94
20072023;2017-2018;8;Ciencias Sociales;4;95
20072023;2017-2018;8;Espa–ol;1;92
20072023;2017-2018;8;Espa–ol;2;95
20072023;2017-2018;8;Espa–ol;3;96
20072023;2017-2018;8;Espa–ol;4;96
20072023;2017-2018;8;Geometria;1;99
20072023;2017-2018;8;Geometria;2;100
20072023;2017-2018;8;Geometria;3;100
20072023;2017-2018;8;Geometria;4;100
20072023;2017-2018;8;Ingles;1;100
20072023;2017-2018;8;Ingles;2;95
20072023;2017-2018;8;Ingles;3;96
20072023;2017-2018;8;Ingles;4;95
20072023;2017-2018;8;Social Studies;1;95
20072023;2017-2018;8;Social Studies;2;97
20072023;2017-2018;8;Social Studies;3;95
20072023;2017-2018;8;Social Studies;4;96
20072023;2017-2018;8;Disciplina;1;98
20072023;2017-2018;8;Disciplina;2;99
20072023;2017-2018;8;Disciplina;3;99
20072023;2017-2018;8;Disciplina;4;98
20072024;2017-2018;8;Matematicas;1;97
20072024;2017-2018;8;Matematicas;2;93
20072024;2017-2018;8;Matematicas;3;90
20072024;2017-2018;8;Matematicas;4;94
20072024;2017-2018;8;Ciencias;1;90
20072024;2017-2018;8;Ciencias;2;92
20072024;2017-2018;8;Ciencias;3;96
20072024;2017-2018;8;Ciencias;4;91
20072024;2017-2018;8;Ciencias Sociales;1;95
20072024;2017-2018;8;Ciencias Sociales;2;90
20072024;2017-2018;8;Ciencias Sociales;3;93
20072024;2017-2018;8;Ciencias Sociales;4;93
20072024;2017-2018;8;Espa–ol;1;94
20072024;2017-2018;8;Espa–ol;2;87
20072024;2017-2018;8;Espa–ol;3;88
20072024;2017-2018;8;Espa–ol;4;91
20072024;2017-2018;8;Geometria;1;82
20072024;2017-2018;8;Geometria;2;93
20072024;2017-2018;8;Geometria;3;100
20072024;2017-2018;8;Geometria;4;98
20072024;2017-2018;8;Ingles;1;97
20072024;2017-2018;8;Ingles;2;99
20072024;2017-2018;8;Ingles;3;99
20072024;2017-2018;8;Ingles;4;98
20072024;2017-2018;8;Social Studies;1;89
20072024;2017-2018;8;Social Studies;2;88
20072024;2017-2018;8;Social Studies;3;86
20072024;2017-2018;8;Social Studies;4;90
20072024;2017-2018;8;Disciplina;1;96
20072024;2017-2018;8;Disciplina;2;100
20072024;2017-2018;8;Disciplina;3;98
20072024;2017-2018;8;Disciplina;4;97
20072026;2017-2018;8;Matematicas;1;91
20072026;2017-2018;8;Matematicas;2;94
20072026;2017-2018;8;Matematicas;3;93
20072026;2017-2018;8;Matematicas;4;95
20072026;2017-2018;8;Ciencias;1;86
20072026;2017-2018;8;Ciencias;2;88
20072026;2017-2018;8;Ciencias;3;90
20072026;2017-2018;8;Ciencias;4;95
20072026;2017-2018;8;Ciencias Sociales;1;92
20072026;2017-2018;8;Ciencias Sociales;2;92
20072026;2017-2018;8;Ciencias Sociales;3;94
20072026;2017-2018;8;Ciencias Sociales;4;93
20072026;2017-2018;8;Espa–ol;1;89
20072026;2017-2018;8;Espa–ol;2;89
20072026;2017-2018;8;Espa–ol;3;84
20072026;2017-2018;8;Espa–ol;4;93
20072026;2017-2018;8;Geometria;1;84
20072026;2017-2018;8;Geometria;2;94
20072026;2017-2018;8;Geometria;3;97
20072026;2017-2018;8;Geometria;4;93
20072026;2017-2018;8;Ingles;1;97
20072026;2017-2018;8;Ingles;2;94
20072026;2017-2018;8;Ingles;3;91
20072026;2017-2018;8;Ingles;4;95
20072026;2017-2018;8;Social Studies;1;94
20072026;2017-2018;8;Social Studies;2;90
20072026;2017-2018;8;Social Studies;3;95
20072026;2017-2018;8;Social Studies;4;92
20072026;2017-2018;8;Disciplina;1;100
20072026;2017-2018;8;Disciplina;2;98
20072026;2017-2018;8;Disciplina;3;100
20072026;2017-2018;8;Disciplina;4;99
20072050;2017-2018;8;Matematicas;1;89
20072050;2017-2018;8;Matematicas;2;89
20072050;2017-2018;8;Matematicas;3;91
20072050;2017-2018;8;Matematicas;4;84
20072050;2017-2018;8;Ciencias;1;88
20072050;2017-2018;8;Ciencias;2;95
20072050;2017-2018;8;Ciencias;3;83
20072050;2017-2018;8;Ciencias;4;88
20072050;2017-2018;8;Ciencias Sociales;1;91
20072050;2017-2018;8;Ciencias Sociales;2;91
20072050;2017-2018;8;Ciencias Sociales;3;91
20072050;2017-2018;8;Ciencias Sociales;4;90
20072050;2017-2018;8;Espa–ol;1;83
20072050;2017-2018;8;Espa–ol;2;82
20072050;2017-2018;8;Espa–ol;3;80
20072050;2017-2018;8;Espa–ol;4;77
20072050;2017-2018;8;Geometria;1;89
20072050;2017-2018;8;Geometria;2;85
20072050;2017-2018;8;Geometria;3;94
20072050;2017-2018;8;Geometria;4;89
20072050;2017-2018;8;Ingles;1;95
20072050;2017-2018;8;Ingles;2;88
20072050;2017-2018;8;Ingles;3;87
20072050;2017-2018;8;Ingles;4;84
20072050;2017-2018;8;Social Studies;1;95
20072050;2017-2018;8;Social Studies;2;90
20072050;2017-2018;8;Social Studies;3;85
20072050;2017-2018;8;Social Studies;4;86
20072050;2017-2018;8;Disciplina;1;99
20072050;2017-2018;8;Disciplina;2;93
20072050;2017-2018;8;Disciplina;3;92
20072050;2017-2018;8;Disciplina;4;91
20072052;2017-2018;8;Matematicas;1;88
20072052;2017-2018;8;Matematicas;2;95
20072052;2017-2018;8;Matematicas;3;96
20072052;2017-2018;8;Matematicas;4;96
20072052;2017-2018;8;Ciencias;1;90
20072052;2017-2018;8;Ciencias;2;91
20072052;2017-2018;8;Ciencias;3;97
20072052;2017-2018;8;Ciencias;4;93
20072052;2017-2018;8;Ciencias Sociales;1;91
20072052;2017-2018;8;Ciencias Sociales;2;94
20072052;2017-2018;8;Ciencias Sociales;3;95
20072052;2017-2018;8;Ciencias Sociales;4;93
20072052;2017-2018;8;Espa–ol;1;95
20072052;2017-2018;8;Espa–ol;2;92
20072052;2017-2018;8;Espa–ol;3;88
20072052;2017-2018;8;Espa–ol;4;88
20072052;2017-2018;8;Geometria;1;100
20072052;2017-2018;8;Geometria;2;97
20072052;2017-2018;8;Geometria;3;96
20072052;2017-2018;8;Geometria;4;91
20072052;2017-2018;8;Ingles;1;92
20072052;2017-2018;8;Ingles;2;95
20072052;2017-2018;8;Ingles;3;96
20072052;2017-2018;8;Ingles;4;94
20072052;2017-2018;8;Social Studies;1;92
20072052;2017-2018;8;Social Studies;2;94
20072052;2017-2018;8;Social Studies;3;92
20072052;2017-2018;8;Social Studies;4;85
20072052;2017-2018;8;Disciplina;1;92
20072052;2017-2018;8;Disciplina;2;100
20072052;2017-2018;8;Disciplina;3;98
20072052;2017-2018;8;Disciplina;4;100
20072053;2017-2018;8;Matematicas;1;85
20072053;2017-2018;8;Matematicas;2;83
20072053;2017-2018;8;Matematicas;3;91
20072053;2017-2018;8;Matematicas;4;83
20072053;2017-2018;8;Ciencias;1;83
20072053;2017-2018;8;Ciencias;2;80
20072053;2017-2018;8;Ciencias;3;87
20072053;2017-2018;8;Ciencias;4;84
20072053;2017-2018;8;Ciencias Sociales;1;91
20072053;2017-2018;8;Ciencias Sociales;2;87
20072053;2017-2018;8;Ciencias Sociales;3;94
20072053;2017-2018;8;Ciencias Sociales;4;92
20072053;2017-2018;8;Espa–ol;1;84
20072053;2017-2018;8;Espa–ol;2;83
20072053;2017-2018;8;Espa–ol;3;84
20072053;2017-2018;8;Espa–ol;4;84
20072053;2017-2018;8;Geometria;1;79
20072053;2017-2018;8;Geometria;2;75
20072053;2017-2018;8;Geometria;3;87
20072053;2017-2018;8;Geometria;4;69
20072053;2017-2018;8;Ingles;1;88
20072053;2017-2018;8;Ingles;2;84
20072053;2017-2018;8;Ingles;3;83
20072053;2017-2018;8;Ingles;4;81
20072053;2017-2018;8;Social Studies;1;88
20072053;2017-2018;8;Social Studies;2;86
20072053;2017-2018;8;Social Studies;3;89
20072053;2017-2018;8;Social Studies;4;85
20072053;2017-2018;8;Disciplina;1;97
20072053;2017-2018;8;Disciplina;2;94
20072053;2017-2018;8;Disciplina;3;95
20072053;2017-2018;8;Disciplina;4;98
20072054;2017-2018;8;Matematicas;1;80
20072054;2017-2018;8;Matematicas;2;76
20072054;2017-2018;8;Matematicas;3;87
20072054;2017-2018;8;Matematicas;4;89
20072054;2017-2018;8;Ciencias;1;78
20072054;2017-2018;8;Ciencias;2;84
20072054;2017-2018;8;Ciencias;3;86
20072054;2017-2018;8;Ciencias;4;85
20072054;2017-2018;8;Ciencias Sociales;1;89
20072054;2017-2018;8;Ciencias Sociales;2;89
20072054;2017-2018;8;Ciencias Sociales;3;89
20072054;2017-2018;8;Ciencias Sociales;4;85
20072054;2017-2018;8;Espa–ol;1;83
20072054;2017-2018;8;Espa–ol;2;80
20072054;2017-2018;8;Espa–ol;3;85
20072054;2017-2018;8;Espa–ol;4;85
20072054;2017-2018;8;Geometria;1;76
20072054;2017-2018;8;Geometria;2;76
20072054;2017-2018;8;Geometria;3;90
20072054;2017-2018;8;Geometria;4;79
20072054;2017-2018;8;Ingles;1;95
20072054;2017-2018;8;Ingles;2;94
20072054;2017-2018;8;Ingles;3;96
20072054;2017-2018;8;Ingles;4;94
20072054;2017-2018;8;Social Studies;1;84
20072054;2017-2018;8;Social Studies;2;80
20072054;2017-2018;8;Social Studies;3;88
20072054;2017-2018;8;Social Studies;4;86
20072054;2017-2018;8;Disciplina;1;98
20072054;2017-2018;8;Disciplina;2;99
20072054;2017-2018;8;Disciplina;3;97
20072054;2017-2018;8;Disciplina;4;99
20072058;2017-2018;8;Matematicas;1;92
20072058;2017-2018;8;Matematicas;2;92
20072058;2017-2018;8;Matematicas;3;88
20072058;2017-2018;8;Matematicas;4;84
20072058;2017-2018;8;Ciencias;1;86
20072058;2017-2018;8;Ciencias;2;92
20072058;2017-2018;8;Ciencias;3;88
20072058;2017-2018;8;Ciencias;4;87
20072058;2017-2018;8;Ciencias Sociales;1;93
20072058;2017-2018;8;Ciencias Sociales;2;92
20072058;2017-2018;8;Ciencias Sociales;3;91
20072058;2017-2018;8;Ciencias Sociales;4;94
20072058;2017-2018;8;Espa–ol;1;86
20072058;2017-2018;8;Espa–ol;2;87
20072058;2017-2018;8;Espa–ol;3;86
20072058;2017-2018;8;Espa–ol;4;88
20072058;2017-2018;8;Geometria;1;100
20072058;2017-2018;8;Geometria;2;97
20072058;2017-2018;8;Geometria;3;100
20072058;2017-2018;8;Geometria;4;97
20072058;2017-2018;8;Ingles;1;97
20072058;2017-2018;8;Ingles;2;95
20072058;2017-2018;8;Ingles;3;93
20072058;2017-2018;8;Ingles;4;92
20072058;2017-2018;8;Social Studies;1;92
20072058;2017-2018;8;Social Studies;2;87
20072058;2017-2018;8;Social Studies;3;87
20072058;2017-2018;8;Social Studies;4;88
20072058;2017-2018;8;Disciplina;1;93
20072058;2017-2018;8;Disciplina;2;91
20072058;2017-2018;8;Disciplina;3;96
20072058;2017-2018;8;Disciplina;4;99
20072062;2017-2018;8;Matematicas;1;85
20072062;2017-2018;8;Matematicas;2;78
20072062;2017-2018;8;Matematicas;3;77
20072062;2017-2018;8;Matematicas;4;82
20072062;2017-2018;8;Ciencias;1;82
20072062;2017-2018;8;Ciencias;2;76
20072062;2017-2018;8;Ciencias;3;79
20072062;2017-2018;8;Ciencias;4;76
20072062;2017-2018;8;Ciencias Sociales;1;85
20072062;2017-2018;8;Ciencias Sociales;2;84
20072062;2017-2018;8;Ciencias Sociales;3;90
20072062;2017-2018;8;Ciencias Sociales;4;85
20072062;2017-2018;8;Espa–ol;1;86
20072062;2017-2018;8;Espa–ol;2;75
20072062;2017-2018;8;Espa–ol;3;78
20072062;2017-2018;8;Espa–ol;4;80
20072062;2017-2018;8;Geometria;1;92
20072062;2017-2018;8;Geometria;2;89
20072062;2017-2018;8;Geometria;3;76
20072062;2017-2018;8;Geometria;4;74
20072062;2017-2018;8;Ingles;1;92
20072062;2017-2018;8;Ingles;2;89
20072062;2017-2018;8;Ingles;3;75
20072062;2017-2018;8;Ingles;4;77
20072062;2017-2018;8;Social Studies;1;88
20072062;2017-2018;8;Social Studies;2;84
20072062;2017-2018;8;Social Studies;3;83
20072062;2017-2018;8;Social Studies;4;80
20072062;2017-2018;8;Disciplina;1;97
20072062;2017-2018;8;Disciplina;2;97
20072062;2017-2018;8;Disciplina;3;90
20072062;2017-2018;8;Disciplina;4;93
20072063;2017-2018;8;Matematicas;1;76
20072063;2017-2018;8;Matematicas;2;68
20072063;2017-2018;8;Matematicas;3;89
20072063;2017-2018;8;Matematicas;4;65
20072063;2017-2018;8;Ciencias;1;74
20072063;2017-2018;8;Ciencias;2;62
20072063;2017-2018;8;Ciencias;3;90
20072063;2017-2018;8;Ciencias;4;85
20072063;2017-2018;8;Ciencias Sociales;1;88
20072063;2017-2018;8;Ciencias Sociales;2;88
20072063;2017-2018;8;Ciencias Sociales;3;91
20072063;2017-2018;8;Ciencias Sociales;4;87
20072063;2017-2018;8;Espa–ol;1;74
20072063;2017-2018;8;Espa–ol;2;76
20072063;2017-2018;8;Espa–ol;3;85
20072063;2017-2018;8;Espa–ol;4;81
20072063;2017-2018;8;Geometria;1;68
20072063;2017-2018;8;Geometria;2;85
20072063;2017-2018;8;Geometria;3;81
20072063;2017-2018;8;Geometria;4;82
20072063;2017-2018;8;Ingles;1;85
20072063;2017-2018;8;Ingles;2;83
20072063;2017-2018;8;Ingles;3;80
20072063;2017-2018;8;Ingles;4;81
20072063;2017-2018;8;Social Studies;1;76
20072063;2017-2018;8;Social Studies;2;81
20072063;2017-2018;8;Social Studies;3;81
20072063;2017-2018;8;Social Studies;4;87
20072063;2017-2018;8;Disciplina;1;97
20072063;2017-2018;8;Disciplina;2;100
20072063;2017-2018;8;Disciplina;3;86
20072063;2017-2018;8;Disciplina;4;99
20072129;2017-2018;8;Matematicas;1;77
20072129;2017-2018;8;Matematicas;2;64
20072129;2017-2018;8;Matematicas;3;73
20072129;2017-2018;8;Matematicas;4;57
20072129;2017-2018;8;Ciencias;1;80
20072129;2017-2018;8;Ciencias;2;70
20072129;2017-2018;8;Ciencias;3;70
20072129;2017-2018;8;Ciencias;4;70
20072129;2017-2018;8;Ciencias Sociales;1;86
20072129;2017-2018;8;Ciencias Sociales;2;81
20072129;2017-2018;8;Ciencias Sociales;3;86
20072129;2017-2018;8;Ciencias Sociales;4;83
20072129;2017-2018;8;Espa–ol;1;82
20072129;2017-2018;8;Espa–ol;2;84
20072129;2017-2018;8;Espa–ol;3;78
20072129;2017-2018;8;Espa–ol;4;83
20072129;2017-2018;8;Geometria;1;58
20072129;2017-2018;8;Geometria;2;72
20072129;2017-2018;8;Geometria;3;90
20072129;2017-2018;8;Geometria;4;85
20072129;2017-2018;8;Ingles;1;89
20072129;2017-2018;8;Ingles;2;87
20072129;2017-2018;8;Ingles;3;60
20072129;2017-2018;8;Ingles;4;79
20072129;2017-2018;8;Social Studies;1;82
20072129;2017-2018;8;Social Studies;2;85
20072129;2017-2018;8;Social Studies;3;72
20072129;2017-2018;8;Social Studies;4;77
20072129;2017-2018;8;Disciplina;1;92
20072129;2017-2018;8;Disciplina;2;96
20072129;2017-2018;8;Disciplina;3;90
20072129;2017-2018;8;Disciplina;4;95
20082131;2017-2018;8;Matematicas;1;90
20082131;2017-2018;8;Matematicas;2;83
20082131;2017-2018;8;Matematicas;3;78
20082131;2017-2018;8;Matematicas;4;83
20082131;2017-2018;8;Ciencias;1;88
20082131;2017-2018;8;Ciencias;2;91
20082131;2017-2018;8;Ciencias;3;83
20082131;2017-2018;8;Ciencias;4;94
20082131;2017-2018;8;Ciencias Sociales;1;88
20082131;2017-2018;8;Ciencias Sociales;2;92
20082131;2017-2018;8;Ciencias Sociales;3;89
20082131;2017-2018;8;Ciencias Sociales;4;91
20082131;2017-2018;8;Espa–ol;1;88
20082131;2017-2018;8;Espa–ol;2;86
20082131;2017-2018;8;Espa–ol;3;84
20082131;2017-2018;8;Espa–ol;4;87
20082131;2017-2018;8;Geometria;1;82
20082131;2017-2018;8;Geometria;2;90
20082131;2017-2018;8;Geometria;3;86
20082131;2017-2018;8;Geometria;4;88
20082131;2017-2018;8;Ingles;1;96
20082131;2017-2018;8;Ingles;2;95
20082131;2017-2018;8;Ingles;3;92
20082131;2017-2018;8;Ingles;4;95
20082131;2017-2018;8;Social Studies;1;89
20082131;2017-2018;8;Social Studies;2;84
20082131;2017-2018;8;Social Studies;3;87
20082131;2017-2018;8;Social Studies;4;88
20082131;2017-2018;8;Disciplina;1;100
20082131;2017-2018;8;Disciplina;2;100
20082131;2017-2018;8;Disciplina;3;100
20082131;2017-2018;8;Disciplina;4;95
20082132;2017-2018;8;Matematicas;1;95
20082132;2017-2018;8;Matematicas;2;96
20082132;2017-2018;8;Matematicas;3;98
20082132;2017-2018;8;Matematicas;4;94
20082132;2017-2018;8;Ciencias;1;94
20082132;2017-2018;8;Ciencias;2;99
20082132;2017-2018;8;Ciencias;3;96
20082132;2017-2018;8;Ciencias;4;96
20082132;2017-2018;8;Ciencias Sociales;1;94
20082132;2017-2018;8;Ciencias Sociales;2;96
20082132;2017-2018;8;Ciencias Sociales;3;95
20082132;2017-2018;8;Ciencias Sociales;4;94
20082132;2017-2018;8;Espa–ol;1;97
20082132;2017-2018;8;Espa–ol;2;94
20082132;2017-2018;8;Espa–ol;3;94
20082132;2017-2018;8;Espa–ol;4;94
20082132;2017-2018;8;Geometria;1;100
20082132;2017-2018;8;Geometria;2;100
20082132;2017-2018;8;Geometria;3;100
20082132;2017-2018;8;Geometria;4;96
20082132;2017-2018;8;Ingles;1;98
20082132;2017-2018;8;Ingles;2;99
20082132;2017-2018;8;Ingles;3;99
20082132;2017-2018;8;Ingles;4;99
20082132;2017-2018;8;Social Studies;1;95
20082132;2017-2018;8;Social Studies;2;94
20082132;2017-2018;8;Social Studies;3;94
20082132;2017-2018;8;Social Studies;4;96
20082132;2017-2018;8;Disciplina;1;100
20082132;2017-2018;8;Disciplina;2;100
20082132;2017-2018;8;Disciplina;3;100
20082132;2017-2018;8;Disciplina;4;99
20082133;2017-2018;8;Matematicas;1;84
20082133;2017-2018;8;Matematicas;2;79
20082133;2017-2018;8;Matematicas;3;76
20082133;2017-2018;8;Matematicas;4;75
20082133;2017-2018;8;Ciencias;1;90
20082133;2017-2018;8;Ciencias;2;88
20082133;2017-2018;8;Ciencias;3;77
20082133;2017-2018;8;Ciencias;4;87
20082133;2017-2018;8;Ciencias Sociales;1;92
20082133;2017-2018;8;Ciencias Sociales;2;85
20082133;2017-2018;8;Ciencias Sociales;3;90
20082133;2017-2018;8;Ciencias Sociales;4;86
20082133;2017-2018;8;Espa–ol;1;82
20082133;2017-2018;8;Espa–ol;2;86
20082133;2017-2018;8;Espa–ol;3;82
20082133;2017-2018;8;Espa–ol;4;75
20082133;2017-2018;8;Geometria;1;90
20082133;2017-2018;8;Geometria;2;92
20082133;2017-2018;8;Geometria;3;92
20082133;2017-2018;8;Geometria;4;81
20082133;2017-2018;8;Ingles;1;88
20082133;2017-2018;8;Ingles;2;92
20082133;2017-2018;8;Ingles;3;87
20082133;2017-2018;8;Ingles;4;90
20082133;2017-2018;8;Social Studies;1;84
20082133;2017-2018;8;Social Studies;2;85
20082133;2017-2018;8;Social Studies;3;85
20082133;2017-2018;8;Social Studies;4;82
20082133;2017-2018;8;Disciplina;1;100
20082133;2017-2018;8;Disciplina;2;100
20082133;2017-2018;8;Disciplina;3;99
20082133;2017-2018;8;Disciplina;4;95
20082134;2017-2018;8;Matematicas;1;72
20082134;2017-2018;8;Matematicas;2;79
20082134;2017-2018;8;Matematicas;3;79
20082134;2017-2018;8;Matematicas;4;64
20082134;2017-2018;8;Ciencias;1;86
20082134;2017-2018;8;Ciencias;2;88
20082134;2017-2018;8;Ciencias;3;86
20082134;2017-2018;8;Ciencias;4;83
20082134;2017-2018;8;Ciencias Sociales;1;95
20082134;2017-2018;8;Ciencias Sociales;2;86
20082134;2017-2018;8;Ciencias Sociales;3;90
20082134;2017-2018;8;Ciencias Sociales;4;85
20082134;2017-2018;8;Espa–ol;1;90
20082134;2017-2018;8;Espa–ol;2;85
20082134;2017-2018;8;Espa–ol;3;83
20082134;2017-2018;8;Espa–ol;4;80
20082134;2017-2018;8;Geometria;1;62
20082134;2017-2018;8;Geometria;2;70
20082134;2017-2018;8;Geometria;3;99
20082134;2017-2018;8;Geometria;4;80
20082134;2017-2018;8;Ingles;1;92
20082134;2017-2018;8;Ingles;2;89
20082134;2017-2018;8;Ingles;3;90
20082134;2017-2018;8;Ingles;4;92
20082134;2017-2018;8;Social Studies;1;82
20082134;2017-2018;8;Social Studies;2;84
20082134;2017-2018;8;Social Studies;3;78
20082134;2017-2018;8;Social Studies;4;76
20082134;2017-2018;8;Disciplina;1;99
20082134;2017-2018;8;Disciplina;2;96
20082134;2017-2018;8;Disciplina;3;100
20082134;2017-2018;8;Disciplina;4;97
20082135;2017-2018;8;Matematicas;1;95
20082135;2017-2018;8;Matematicas;2;86
20082135;2017-2018;8;Matematicas;3;82
20082135;2017-2018;8;Matematicas;4;78
20082135;2017-2018;8;Ciencias;1;89
20082135;2017-2018;8;Ciencias;2;96
20082135;2017-2018;8;Ciencias;3;92
20082135;2017-2018;8;Ciencias;4;93
20082135;2017-2018;8;Ciencias Sociales;1;93
20082135;2017-2018;8;Ciencias Sociales;2;90
20082135;2017-2018;8;Ciencias Sociales;3;87
20082135;2017-2018;8;Ciencias Sociales;4;88
20082135;2017-2018;8;Espa–ol;1;95
20082135;2017-2018;8;Espa–ol;2;89
20082135;2017-2018;8;Espa–ol;3;87
20082135;2017-2018;8;Espa–ol;4;86
20082135;2017-2018;8;Geometria;1;94
20082135;2017-2018;8;Geometria;2;100
20082135;2017-2018;8;Geometria;3;98
20082135;2017-2018;8;Geometria;4;90
20082135;2017-2018;8;Ingles;1;96
20082135;2017-2018;8;Ingles;2;97
20082135;2017-2018;8;Ingles;3;94
20082135;2017-2018;8;Ingles;4;90
20082135;2017-2018;8;Social Studies;1;91
20082135;2017-2018;8;Social Studies;2;90
20082135;2017-2018;8;Social Studies;3;94
20082135;2017-2018;8;Social Studies;4;87
20082135;2017-2018;8;Disciplina;1;98
20082135;2017-2018;8;Disciplina;2;93
20082135;2017-2018;8;Disciplina;3;87
20082135;2017-2018;8;Disciplina;4;89
20082138;2017-2018;8;Matematicas;1;76
